1	19 
2	7 
3	24 
4	13 
5	26 
6	1 
7	6 
8	8 
9	13 
10	12 
11	5 
12	10 
13	22 
14	20 
15	26 
16	25 
17	8 
18	13 
19	9 
20	10 
21	30 
22	6 
23	31 
24	5 
25	13 
26	33 
27	25 
28	3 
29	16 
30	27 
31	15 
32	26 
33	3 
34	24 
35	6 
36	20 
37	19 
38	31 
39	12 
40	2 
41	33 
42	20 
43	32 
44	10 
45	15 
46	15 
47	28 
48	8 
49	13 
50	21 
51	16 
52	14 
53	6 
54	6 
55	23 
56	30 
57	33 
58	8 
59	27 
60	7 
61	12 
62	5 
63	29 
64	16 
65	29 
66	11 
67	9 
68	15 
69	23 
70	24 
71	19 
72	30 
73	7 
74	25 
75	19 
76	16 
77	1 
78	32 
79	4 
80	7 
81	7 
82	1 
83	4 
84	27 
85	3 
86	24 
87	1 
88	12 
89	5 
90	24 
91	21 
92	25 
93	27 
94	13 
95	7 
96	26 
97	23 
98	21 
99	13 
100	3 
101	29 
102	21 
103	24 
104	23 
105	5 
106	3 
107	33 
108	10 
109	32 
110	33 
111	7 
112	32 
113	29 
114	21 
115	30 
116	11 
117	9 
118	9 
119	8 
120	23 
121	31 
122	9 
123	16 
124	1 
125	27 
126	6 
127	17 
128	32 
129	24 
130	14 
131	30 
132	22 
133	31 
134	19 
135	18 
136	27 
137	12 
138	4 
139	8 
140	27 
141	32 
142	3 
143	33 
144	7 
145	8 
146	17 
147	24 
148	28 
149	15 
150	32 
151	4 
152	30 
153	25 
154	31 
155	28 
156	33 
157	25 
158	4 
159	22 
160	13 
161	33 
162	16 
163	24 
164	16 
165	33 
166	8 
167	19 
168	20 
169	21 
170	12 
171	21 
172	20 
173	23 
174	19 
175	2 
176	2 
177	3 
178	6 
179	27 
180	19 
181	24 
182	18 
183	25 
184	27 
185	12 
186	2 
187	21 
188	30 
189	32 
190	6 
191	7 
192	12 
193	31 
194	14 
195	12 
196	30 
197	26 
198	30 
199	22 
200	32 
201	4 
202	26 
203	6 
204	30 
205	15 
206	24 
207	11 
208	16 
209	14 
210	13 
211	9 
212	27 
213	12 
214	3 
215	32 
216	28 
217	15 
218	4 
219	2 
220	11 
221	29 
222	33 
223	7 
224	23 
225	30 
226	28 
227	22 
228	30 
229	3 
230	2 
231	18 
232	30 
233	27 
234	3 
235	12 
236	22 
237	7 
238	18 
239	1 
240	14 
241	9 
242	24 
243	2 
244	21 
245	28 
246	10 
247	28 
248	5 
249	13 
250	30 
251	4 
252	1 
253	24 
254	11 
255	2 
256	16 
257	33 
258	13 
259	3 
260	18 
261	13 
262	6 
263	23 
264	30 
265	18 
266	28 
267	12 
268	33 
269	18 
270	2 
271	6 
272	32 
273	7 
274	13 
275	24 
276	8 
277	18 
278	8 
279	33 
280	14 
281	10 
282	30 
283	9 
284	27 
285	33 
286	25 
287	6 
288	26 
289	10 
290	30 
291	14 
292	3 
293	23 
294	6 
295	30 
296	23 
297	24 
298	29 
299	25 
300	6 
301	18 
302	5 
303	7 
304	14 
305	30 
306	33 
307	5 
308	30 
309	9 
310	3 
311	26 
312	4 
313	33 
314	21 
315	18 
316	33 
317	33 
318	18 
319	9 
320	14 
321	26 
322	27 
323	7 
324	30 
325	7 
326	25 
327	10 
328	14 
329	31 
330	15 
331	8 
332	28 
333	12 
334	23 
335	29 
336	9 
337	2 
338	7 
