degree distribution (probability density function of the degree in logarithmic bins) 
7.5	0.164377
9.37931	0.0939859
11.4754	0.054136
13.8455	0.0448378
17.1053	0.0227596
20.3797	0.0194353
25	0.0123284
30.1136	0.00730538
36.8286	0.00477388
45.3056	0.00403384

degree distribution (degree-occurrences) 
7	0.125
8	0.125
9	0.108
10	0.066
11	0.064
12	0.058
13	0.051
14	0.04
15	0.032
16	0.017
17	0.034
18	0.025
19	0.023
20	0.017
21	0.025
22	0.014
23	0.01
24	0.017
25	0.01
26	0.011
27	0.013
28	0.01
29	0.009
30	0.008
31	0.004
32	0.009
33	0.004
34	0.006
35	0.004
36	0.008
37	0.003
38	0.006
39	0.003
40	0.004
41	0.001
42	0.005
43	0.006
44	0.007
45	0.003
46	0.004
47	0.001
48	0.003
49	0.005
50	0.002


--------------------------------------
community distribution (size-occurrences)
10	0.0243902
11	0.0731707
12	0.0243902
13	0.0487805
14	0.0731707
16	0.0731707
17	0.0243902
19	0.0731707
20	0.0243902
21	0.0243902
22	0.0487805
23	0.0243902
24	0.097561
27	0.0243902
28	0.0487805
30	0.0243902
34	0.0487805
35	0.0487805
38	0.0487805
42	0.0243902
43	0.0487805
46	0.0243902
50	0.0243902


--------------------------------------
mixing parameter (topology)
0	0.072
0.0384615	0.001
0.0539986	0.014
0.0632099	0.035
0.0782295	0.148
0.0917487	0.126
0.106159	0.282
0.123116	0.164
0.133713	0.022
0.143556	0.11
0.166667	0.012
0.181818	0.006
0.2	0.001
0.222222	0.002
0.25	0.004
0.285714	0.001

--------------------------------------
mixing parameter (weights)
0	0.072
0.0242957	0.002
0.0436448	0.002
0.0611345	0.014
0.0770178	0.028
0.0981689	0.455
0.108141	0.197
0.125028	0.087
0.142846	0.046
0.158456	0.034
0.175046	0.022
0.19218	0.012
0.209133	0.011
0.221912	0.006
0.240942	0.006
0.260784	0.003
0.272727	0.001
0.329927	0.002

--------------------------------------
internal weights (weight-occurrences)
0.367299	0.0152616
1.10015	0.0222384
1.83348	0.0479651
2.52306	0.11875
3.19844	0.192733
3.86834	0.174273
4.57356	0.111628
5.30355	0.0821221
6.00442	0.0693314
6.70997	0.0479651
7.44013	0.0380814
8.11938	0.0270349
8.79727	0.0155523
9.5438	0.0142442
10.1703	0.00901163
10.8271	0.00697674
11.4738	0.000290698
12.4319	0.00203488
13.0874	0.00290698
13.7131	0.00159884

--------------------------------------
external weights (weight-occurrences)
0.313026	0.0183007
1.11743	0.0352941
1.96907	0.100654
2.65848	0.128105
3.36192	0.162092
4.16116	0.132026
4.89629	0.121569
5.6602	0.075817
6.40257	0.054902
7.12048	0.0431373
7.89701	0.0379085
8.6456	0.0313725
9.31809	0.0143791
10.128	0.00653595
10.7353	0.0104575
11.654	0.00784314
12.4741	0.00653595
13.4082	0.00522876
13.8884	0.00392157
14.6407	0.00392157
