1	17	2.60992
1	44	2.4064
1	91	2.12299
1	155	2.03859
1	157	2.02756
1	316	2.87336
1	390	2.59142
2	171	1.85815
2	188	2.13441
2	270	2.16989
2	352	2.30713
2	375	2.33259
2	405	3.02958
2	482	2.8299
3	752	0.220378
3	859	1.338
3	886	1.60779
3	924	2.56901
3	959	3.25182
3	979	3.73541
3	986	3.95217
4	700	1.12202
4	786	1.92308
4	804	2.14642
4	889	2.77236
4	891	2.97064
4	894	2.87019
4	898	2.86134
5	9	1.85203
5	728	0.115591
5	873	2.18475
5	924	2.88839
5	943	3.16407
5	979	4.0548
5	986	4.27156
6	68	1.64455
6	218	1.99724
6	378	2.164
6	394	2.24393
6	525	2.93567
6	533	2.62418
6	568	3.05809
7	739	1.69112
7	746	1.66713
7	773	2.10815
7	793	2.30301
7	844	2.75042
7	867	2.95745
7	879	3.18972
8	745	1.05906
8	841	1.90156
8	865	2.37043
8	878	2.21608
8	907	2.64025
8	925	3.19938
8	944	3.289
9	5	1.85203
9	991	2.50729
9	992	2.71576
9	994	2.80171
9	996	2.80216
9	998	3.0148
9	1000	2.96025
10	160	0.986604
10	732	7.63675
10	797	2.36448
10	817	2.73368
10	868	3.02644
10	885	3.49417
10	913	4.0594
11	66	2.19773
11	129	1.75652
11	197	2.46694
11	199	2.43575
11	273	2.41682
11	408	2.6998
11	433	2.69986
12	124	1.17209
12	504	2.37778
12	519	2.26929
12	520	2.28832
12	530	2.65181
12	580	3.11492
12	597	2.7968
13	824	0.323858
13	884	1.61671
13	926	2.94541
13	933	2.79687
13	945	3.02521
13	947	2.96222
13	949	3.09959
14	672	0.619567
14	731	1.17766
14	828	2.20195
14	845	2.59652
14	899	3.16017
14	908	3.34412
14	917	3.56802
15	905	4.39874
15	971	2.35653
15	973	2.34907
15	978	2.71412
15	988	2.87355
15	993	3.04822
15	997	3.41687
16	936	0.921148
16	960	1.89747
16	966	2.23214
16	978	2.71859
16	982	2.68054
16	988	2.87802
16	997	3.42135
17	1	2.60992
17	115	3.02605
17	155	2.57389
17	157	2.56287
17	277	2.77003
17	390	3.12672
17	973	13.8931
18	540	0.210467
18	821	1.84851
18	841	2.13009
18	896	2.6793
18	907	2.86878
18	925	3.4279
18	944	3.51753
19	218	1.95415
19	242	1.82878
19	350	2.27818
19	378	2.12091
19	525	2.89258
19	533	2.58109
19	568	3.015
20	813	0.137411
20	909	1.45073
20	958	2.45696
20	965	2.62801
20	985	3.21824
20	989	3.2401
20	999	3.54996
21	128	2.25027
21	178	2.10844
21	250	2.46824
21	298	2.16401
21	311	2.49613
21	409	2.40126
21	555	2.78284
22	952	1.69604
22	967	2.65993
22	972	2.45707
22	983	2.9855
22	985	2.99483
22	989	3.0167
22	999	3.32655
23	99	1.50224
23	107	1.85203
23	398	2.57605
23	407	2.78813
23	622	3.26359
23	636	3.04205
23	650	3.4964
24	367	1.06538
24	620	1.91668
24	631	1.65794
24	731	7.63675
24	840	3.58883
24	895	4.09194
24	910	4.34486
25	97	1.85203
25	756	2.39564
25	791	2.57915
25	794	2.80921
25	812	2.95579
25	825	2.89214
25	856	3.18321
26	627	0.497736
26	833	1.14046
26	887	2.15564
26	918	3.17819
26	922	3.16544
26	927	3.30478
26	934	3.31374
27	114	1.3292
27	206	1.59787
27	392	2.34172
27	496	2.35821
27	550	2.49708
27	670	2.96461
27	726	3.58486
28	585	1.3657
28	702	1.72612
28	762	2.39244
28	764	2.44781
28	795	2.62859
28	835	2.94644
28	862	3.16474
29	55	1.88761
29	86	1.79654
29	113	2.45644
29	251	2.37013
29	338	2.76
29	385	2.40746
29	465	2.99034
30	725	0.43208
30	842	1.67483
30	882	2.47633
30	893	2.60646
30	920	3.13289
30	923	3.11097
30	931	3.2324
31	603	1.69335
31	682	2.13672
31	722	2.32813
31	760	2.64487
31	770	2.4864
31	777	2.72048
31	787	2.66256
32	602	5.23832
32	684	1.99296
32	735	2.42488
32	754	2.54893
32	815	3.20062
32	823	3.03566
32	874	3.46464
33	133	1.45512
33	248	1.21571
33	521	2.56753
33	600	2.64765
33	612	2.80885
33	685	2.9867
33	696	2.9868
34	90	2.06013
34	236	2.06125
34	319	2.29987
34	417	2.16951
34	476	2.34543
34	527	2.76158
34	605	2.9685
35	94	2.70113
35	163	2.51953
35	193	2.90587
35	200	2.56736
35	349	2.72058
35	388	3.25403
35	930	5.76395
36	39	1.85203
36	291	0.658496
36	775	2.69096
36	815	3.36818
36	823	3.20322
36	827	3.11179
36	874	3.6322
37	556	4.68722
37	984	2.3764
37	992	2.74151
37	994	2.82747
37	996	2.82792
37	998	3.04055
37	1000	2.98601
38	48	2.7318
38	127	2.27203
38	180	2.70933
38	298	2.66804
38	311	3.00016
38	555	3.28687
38	691	6.4
39	36	1.85203
39	649	1.83125
39	767	2.86221
39	771	2.84529
39	780	2.94247
39	800	3.08893
39	805	3.09454
40	171	2.10457
40	270	2.41631
40	352	2.55355
40	373	3.2358
40	405	3.27601
40	482	3.07632
40	885	1.69595
41	47	2.01365
41	189	2.10455
41	414	2.53742
41	581	3.20164
41	628	3.31158
41	667	3.50673
41	899	2.45399
42	553	2.41198
42	611	0.131481
42	833	1.89505
42	901	3.15981
42	903	3.55622
42	922	3.92003
42	927	4.05937
43	87	1.85203
43	368	0.296034
43	838	1.44533
43	905	3.13178
43	930	3.48258
43	957	4.07917
43	970	4.55738
44	1	2.4064
44	45	2.74537
44	115	2.82252
44	277	2.5665
44	316	3.20514
44	390	2.92319
44	811	11.0304
45	44	2.74537
45	115	2.82972
45	155	2.37756
45	277	2.57369
45	316	3.21233
45	390	2.93039
45	903	8.42468
46	902	0.365328
46	940	1.63293
46	958	2.32494
46	967	2.75132
46	983	3.07689
46	989	3.10808
46	999	3.41794
47	41	2.01365
47	53	1.85085
47	317	1.91572
47	526	2.64735
47	559	2.7807
47	641	2.68463
47	667	2.77712
48	38	2.7318
48	65	2.31261
48	127	2.31933
48	250	3.01957
48	409	2.95259
48	555	3.33417
48	995	5.02347
49	496	2.29772
49	550	2.43659
49	573	2.74301
49	589	2.58441
49	643	3.08333
49	726	3.52438
49	730	7.63675
50	253	2.39256
50	416	2.65961
50	420	3.01187
50	428	2.65954
50	440	2.95182
50	444	2.99386
50	616	5.23832
51	132	2.82782
51	222	2.60878
51	289	2.64544
51	336	2.79254
51	346	2.82694
51	411	2.96866
51	966	10.7172
52	58	1.90221
52	192	2.34441
52	488	2.78072
52	553	3.47124
52	558	3.05143
52	636	3.12071
52	788	9.62341
53	47	1.85085
53	57	1.69977
53	424	3.16228
53	559	3.34751
53	628	3.14879
53	666	3.2795
53	667	3.34393
54	824	0.406051
54	836	0.748539
54	926	3.02761
54	935	2.96222
54	945	3.1074
54	949	3.18178
54	954	3.3341
55	29	1.88761
55	239	2.07759
55	268	2.03887
55	338	2.7498
55	358	2.16683
55	437	2.76926
55	465	2.98014
56	421	0.192599
56	791	2.48671
56	794	2.71677
56	808	2.64183
56	812	2.86335
56	825	2.7997
56	856	3.09077
57	53	1.69977
57	526	2.49627
57	581	2.32095
57	628	2.43089
57	641	2.53355
57	666	2.56161
57	667	2.62604
58	52	1.90221
58	145	1.59833
58	192	1.9887
58	558	2.69572
58	579	2.49913
58	636	2.765
58	650	3.21935
59	66	2.50645
59	197	2.77566
59	199	2.74446
59	204	2.62934
59	408	3.00851
59	433	3.00857
59	888	2.81891
60	117	1.73584
60	219	1.83572
60	262	1.95201
60	461	2.93156
60	464	2.94643
60	529	2.62837
60	548	2.64158
61	891	4.82948
61	905	1.86038
61	915	1.84922
61	957	2.80777
61	970	3.28598
61	972	3.45295
61	974	3.50979
