1	44	1.91141
1	289	2.22574
1	319	2.22404
1	369	2.36033
1	433	2.89697
1	462	2.52497
1	467	2.52494
2	33	1.97168
2	208	2.1358
2	295	2.35156
2	388	2.47457
2	389	2.50152
2	447	2.61628
2	465	2.61625
3	140	1.94475
3	412	1.45252
3	579	2.03268
3	657	2.49031
3	676	2.81688
3	709	2.94632
3	717	2.98529
4	5	1.85203
4	310	0.309176
4	650	2.04212
4	779	3.1269
4	826	3.49538
4	861	3.76398
4	870	3.93085
5	4	1.85203
5	626	1.94486
5	692	2.21261
5	804	2.64124
5	841	3.13575
5	852	3.26782
5	865	3.46671
6	210	2.60033
6	308	2.73245
6	333	2.7
6	377	2.9351
6	381	2.93507
6	411	2.8928
6	420	2.5727
7	11	1.7732
7	291	1.81809
7	458	2.77771
7	476	2.41767
7	504	2.58554
7	513	2.57047
7	547	2.72584
8	292	2.72208
8	311	2.7699
8	337	2.76988
8	377	2.92305
8	381	2.92302
8	420	2.56065
8	905	1.73684
9	161	0.977861
9	465	3.64829
9	855	1.86471
9	878	2.38583
9	934	3.68932
9	943	3.78517
9	950	3.9653
10	32	1.34576
10	233	2.42449
10	259	2.06683
10	588	3.09357
10	639	3.82858
10	713	3.91033
10	825	2.08439
11	7	1.7732
11	204	2.26274
11	209	2.4166
11	458	3.27062
11	476	2.91059
11	504	3.07846
11	547	3.21875
12	920	1.621
12	925	1.38665
12	935	1.86052
12	941	1.83564
12	967	2.88881
12	987	3.42574
12	990	3.65027
13	111	1.39796
13	314	1.97312
13	489	2.61939
13	514	2.45613
13	523	2.5494
13	560	2.52424
13	754	3.14756
14	665	0.13824
14	821	1.1118
14	889	1.78798
14	906	2.11224
14	951	3.349
14	976	4.01987
14	989	4.14907
15	305	0.892002
15	455	1.02224
15	572	1.82465
15	767	2.99141
15	785	3.07279
15	800	3.43234
15	805	3.43234
16	60	2.35184
16	198	2.1591
16	429	3.0721
16	440	3.01722
16	469	3.07208
16	487	2.99576
16	613	5.23832
17	249	0.195186
17	602	2.11649
17	767	3.34824
17	785	3.42962
17	800	3.78916
17	805	3.78917
17	940	1.48423
18	95	1.85203
18	689	0.488453
18	761	1.06288
18	876	2.56171
18	889	2.65397
18	976	4.88586
18	989	5.01506
19	423	0.562324
19	491	0.928021
19	701	2.06994
19	826	3.08046
19	837	3.19624
19	838	3.3153
19	870	3.51594
20	53	1.85203
20	697	1.33711
20	706	1.6896
20	839	2.88
20	872	2.99545
20	917	3.95939
20	918	3.80687
21	635	0.301147
21	752	1.75996
21	791	1.85608
