1	26 
2	11 
3	12 
4	36 
5	30 
6	40 
7	34 
8	40 
9	33 
10	31 
11	34 
12	35 
13	24 
14	17 
15	15 
16	13 
17	15 
18	17 
19	36 
20	18 
21	33 
22	36 
23	19 
24	25 
25	38 
26	15 
27	2 
28	9 
29	4 
30	35 
31	23 
32	31 
33	11 
34	19 
35	7 
36	15 
37	25 
38	34 
39	3 
40	33 
41	26 
42	19 
43	41 
44	26 
45	27 
46	25 
47	14 
48	28 
49	6 
50	23 
51	21 
52	41 
53	15 
54	31 
55	28 
56	35 
57	30 
58	33 
59	27 
60	13 
61	28 
62	39 
63	16 
64	17 
65	41 
66	19 
67	12 
68	6 
69	14 
70	29 
71	14 
72	21 
73	16 
74	30 
75	36 
76	2 
77	41 
78	24 
79	39 
80	20 
81	30 
82	28 
83	4 
84	32 
85	22 
86	22 
87	9 
88	9 
89	3 
90	4 
91	4 
92	2 
93	33 
94	22 
95	6 
96	31 
97	36 
98	32 
99	28 
100	37 
101	2 
102	10 
103	38 
104	35 
105	27 
106	36 
107	29 
108	37 
109	11 
110	27 
111	24 
112	41 
113	28 
114	3 
115	32 
116	32 
117	33 
118	35 
119	4 
120	15 
121	6 
122	22 
123	20 
124	35 
125	19 
126	1 
127	12 
128	31 
129	15 
130	39 
131	17 
132	35 
133	30 
134	12 
135	36 
136	34 
137	6 
138	9 
139	23 
140	12 
141	41 
142	41 
143	20 
144	23 
145	5 
146	41 
147	14 
148	39 
149	7 
150	22 
151	6 
152	29 
153	3 
154	41 
155	27 
156	15 
157	15 
158	30 
159	16 
160	5 
161	33 
162	6 
163	22 
164	41 
165	39 
166	35 
167	10 
168	23 
169	33 
170	37 
171	23 
172	17 
173	34 
174	38 
175	9 
176	29 
177	8 
178	14 
179	6 
180	12 
181	2 
182	17 
183	31 
184	30 
185	27 
186	9 
187	8 
188	31 
189	3 
190	20 
191	4 
192	32 
193	16 
194	24 
195	6 
196	10 
197	8 
198	13 
199	32 
200	24 
201	36 
202	41 
203	38 
204	36 
205	14 
206	30 
207	16 
208	11 
209	34 
210	40 
211	18 
212	22 
213	10 
214	2 
215	29 
216	32 
217	7 
218	25 
219	36 
220	27 
221	26 
222	38 
223	32 
224	13 
225	21 
226	5 
227	31 
228	10 
229	10 
230	24 
231	33 
232	4 
233	31 
234	18 
235	18 
236	18 
237	3 
238	22 
239	14 
240	2 
241	14 
242	38 
243	6 
244	14 
245	20 
246	22 
247	21 
248	37 
249	15 
250	18 
251	25 
252	16 
253	38 
254	10 
255	29 
256	23 
257	10 
258	41 
259	31 
260	24 
261	24 
262	13 
263	9 
264	1 
265	1 
266	3 
267	41 
268	3 
269	5 
270	29 
271	39 
272	2 
273	18 
274	18 
275	8 
276	14 
277	7 
278	20 
279	29 
280	5 
281	18 
282	5 
283	38 
284	8 
285	4 
286	1 
287	2 
288	28 
289	26 
290	5 
291	34 
292	40 
293	1 
294	36 
295	11 
296	33 
297	25 
298	6 
299	14 
300	9 
301	10 
302	41 
303	29 
304	25 
305	15 
306	18 
307	7 
308	40 
309	26 
310	36 
311	40 
312	33 
313	38 
314	24 
315	32 
316	36 
317	12 
318	36 
319	26 
320	21 
321	35 
322	16 
323	28 
324	23 
325	39 
326	1 
327	37 
328	35 
329	5 
330	20 
331	25 
332	6 
333	13 
334	8 
335	8 
336	12 
337	40 
338	27 
339	14 
340	9 
341	32 
342	41 
343	11 
344	19 
345	2 
346	17 
347	1 
348	8 
349	21 
350	10 
351	14 
352	29 
353	11 
354	41 
355	2 
356	38 
357	12 
358	7 
359	9 
360	1 
361	12 
362	16 
363	30 
364	6 
365	23 
366	17 
367	32 
368	29 
369	26 
370	14 
371	38 
372	13 
373	37 
374	20 
375	14 
376	4 
377	40 
378	41 
379	1 
380	20 
381	40 
382	12 
383	8 
384	16 
385	17 
386	25 
387	33 
388	11 
389	11 
390	32 
391	9 
392	17 
393	8 
394	20 
395	17 
396	28 
397	20 
398	27 
399	27 
400	28 
401	17 
402	37 
403	8 
404	16 
405	9 
406	19 
407	29 
408	25 
409	17 
410	21 
411	40 
412	12 
413	1 
414	39 
415	23 
416	32 
417	18 
418	30 
419	1 
420	40 
421	28 
422	41 
423	36 
424	14 
425	25 
426	9 
427	25 
428	22 
429	13 
430	17 
431	30 
432	5 
433	26 
434	5 
435	31 
436	22 
437	37 
438	36 
439	39 
440	13 
441	6 
442	21 
443	16 
444	17 
445	37 
446	27 
447	11 
448	14 
449	19 
450	7 
451	6 
452	38 
453	24 
454	27 
455	15 
456	41 
457	19 
458	34 
459	16 
460	37 
461	4 
462	26 
463	17 
464	31 
465	11 
466	38 
467	26 
468	34 
469	13 
470	13 
471	20 
472	16 
473	33 
474	39 
475	20 
476	34 
477	18 
478	20 
479	4 
480	31 
481	7 
482	22 
483	21 
484	25 
485	6 
486	37 
487	13 
488	29 
489	24 
490	6 
491	36 
492	14 
493	25 
494	8 
495	36 
496	7 
497	5 
498	37 
499	22 
500	24 
501	24 
502	18 
503	21 
504	34 
505	24 
506	27 
507	5 
508	5 
509	8 
510	35 
511	8 
512	19 
513	34 
514	24 
515	33 
516	2 
517	20 
518	10 
519	18 
520	31 
521	3 
522	39 
523	24 
524	7 
525	17 
526	18 
527	5 
528	17 
529	22 
530	3 
531	7 
532	17 
533	24 
534	17 
535	30 
536	19 
537	20 
538	19 
539	33 
540	8 
541	4 
542	20 
543	1 
544	27 
545	30 
546	10 
547	34 
548	24 
549	10 
550	18 
551	14 
552	21 
553	14 
554	17 
555	31 
556	3 
557	38 
558	21 
559	16 
560	24 
561	5 
562	25 
563	37 
564	35 
565	38 
566	10 
567	20 
568	39 
569	38 
570	38 
571	15 
572	15 
